date,tier,title,grid,clues_across,clues_down
2026-11-07,main,The Masterpiece 13,T###RAG#####BOX/O#Z##G#P##N#A##/TRIPLESEC#AIR##/S#N####D##R##S#/####CHARRED#BAT/P#R#R##O##I##L#/U#A#ICE###N##T#/ROCKS#GOSLINGS#/E#K#P#G##O#O###/##H##L###W#BODY/#HOLLAND###L##E/G#U##R#R###E##A/I#S##DAISY##O#S/FIERY##E####A#T/T####JAR#PASTIS,2. Microfiber cloth or cotton towel deployed by a bartender to keep the service station dry | 4. Cellar storage crate or modern bag-in-box wine packaging format | 8. Clear dry orange-flavored liqueur category popularized by French distillers like Cointreau | 9. Delicate aerated foam or bubble cloud created with soy lecithin to crown modern cocktails | 11. Heavily burned on the interior with open flames to create an active carbon filtration layer | 12. Iconic fruit bat symbol emblazoned across every bottle of Bacardi rum since 1862 | 15. The bartender's indispensable thermodynamic coolant and dilution control agent | 17. Solid chunks of ice or a classic short tumbler served with spirits over ice | 18. Bermudan black rum producer holding the registered trademark for the Dark 'n Stormy | 22. The textural weight viscosity and substance of a beverage upon the tongue | 24. The low-country nation that invented malt-wine genever | 27. Classic cocktail ancestor of the Margarita featuring spirits citrus and a fruit liqueur | 29. Palate descriptor for intense warmth and heat delivered by high-proof | 30. Mason glass vessel popular for serving rustic Moonshine drinks and shrub coolers | 31. French anise-flavored apéritif that turns opaque and milky white when diluted with water,1. Plural of the historic daily rum rations issued to sailors across the British Royal Navy | 3. Maturation period inside a wooden cask that mellows raw distillate | 4. The counter across which hospitality and mixed drinks are served | 5. Colloquial bar patron order shorthand for a pour of jammy Californian Zinfandel wine | 6. Pedro Ximénez: ultra-sweet Spanish dark sherry crafted from sun-dried white grapes | 7. Historic distillery in Bassano del Grappa celebrated for grappa and bitter digestifs | 10. Mineral seasonings deployed to suppress perceived bitterness and heighten fruit flavors | 11. Clean refreshing sensation produced by high acidity brisk carbonation and cold | 13. Distillate produced without additives artificial colorings or neutral grain cuts | 14. Multi-story timber warehouse engineered with internal timber racks to store and mature whiskey casks | 16. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 19. Cocktail classification featuring reduced alcohol by volume designed for daytime session sipping | 20. Traditional European aroma hop varieties like Saaz | 21. Rendered pork lipid used in culinary mixology to fat-wash bourbon for savory old fashioneds | 23. Plural of the diverse strains of microscopic fungi that convert simple sugars into ethanol | 25. Alternative spelling for a cocktail profile featuring more bitter or spirit-forward balance | 26. A premium bottle of wine or aged spirit presented to a bartender or dinner host | 28. Cereal grain added to brewing mashes to contribute velvety mouthfeel and creamy head to stout
2026-11-08,mini,Morning Coffee 13,TASTERS/A##I###/B#PERRY/#S##Y##/#ORGEAT/#J###G#/BUNG#E#,1. Plural of the professional evaluators assessing balance and aroma in wine and spirits | 3. Traditional fermented beverage produced exclusively from the juice of specific pear varieties | 6. Milky French sweet syrup crafted from blanched almonds sugar and orange blossom water | 8. Tapered wooden or silicone stopper hammered into a barrel hole to seal it,1. Running ledger of drink purchases settled at the conclusion of a bar visit | 2. Formal uniform neckwear or the act of knotting a slender strip of citrus peel for garnish | 4. Grain spirit that lends a dry and peppery spice backbone to a classic Manhattan | 5. Clear Korean distilled spirit traditionally produced from rice or sweet potatoes | 7. Maturation period inside a wooden cask that mellows raw distillate
2026-11-08,midi,Midday Break 13,###DIGESTIF/CANE#I##O#I/#E#MUGS#T#N/#J#E##E#S#E/TOURIGA###S/O##A##L##F#/D##R###P#I#/D#BARSPOON#/Y#U#Y##R##I/#MACERATION/##L#S##O##K,1. Aromatic herbaceous spirit or amaro consumed after dining to assist gastric digestion | 5. Tall tropical grass whose sweet sap is harvested to produce sugar and rum | 7. Plural of the heavy copper or ceramic handled vessels utilized to serve icy Moscow Mules | 9. Touriga Nacional: Portugal's finest dark grape variety providing structure to vintage ports | 12. Long-shafted twisted metal utensil calibrated with a five-milliliter teardrop bowl | 15. Cold soaking technique extracting colors tannins and volatile aromatics into liquid solvents,1. Rich unrefined golden cane sugar from Guyana used to make rich simple bar syrup | 2. Slang term for a bartender guest shift or evening hospitality event | 3. Plural of the historic daily rum rations issued to sailors across the British Royal Navy | 4. Delicate high-proof brandies distilled from exceptional estate wine harvests | 6. Tequila matured in small wooden barrels for at least one year to impart amber wood nuances | 8. Protective heat-shrink foil capsule or wax shell safeguarding a bottle closure from air | 9. Comforting hot beverage crafted with spirit boiling water honey and winter spices | 10. Delicate citrus peel wing trimmed to resemble a fish fin for garnish | 11. Traditional Portuguese geographic designation for rich fortified wines from the Douro | 12. Fragrant | 13. Plural of the spicy American whiskeys distilled from a mash bill containing at least 51 percent rye | 14. Cuttlefish or squid pigment deployed to turn savory cocktails midnight black
2026-11-08,main,Weekend Edition 13,#G#T##CASKS####/FINO##U##E#####/#B#R#ORANGE####/#SEC##D#O######/#O#HOPS#GROGS##/INN##H#C#E#U###/#S#ICELAND#A#P#/#####N#N###V#E#/#SALOON#BOTABAG/#U###L#######T#/SCUM#I###B#MIST/#R#U#CITRUS#T#I/#O#G###O#C##A#P/#S#SHIITAKE#L##/BEE####S#S#EYE#,3. Wooden barrel containers used to age and mature spirits wines and beers | 5. Very pale | 6. Sweet and bitter citrus varieties used for juicing expressing oils and making triple secs | 8. French wine and cordial label indicator denoting a dry profile | 9. Plural of the green cone flowers that provide bitter alpha acids and floral aromatics to beer | 11. Plural of the historic Royal Navy drinks mixing dark rum | 14. Historic roadside public house providing food | 16. North Atlantic island nation distilling caraway-scented Brennivín schnapps | 18. Classic American frontier establishment known for whiskey pours swinging doors and card tables | 19. Leather travel wine pouch equipped with a narrow nozzle for communal squirting | 20. Frothy impurity layer that rises to the surface when boiling raw sugar syrups | 23. An ultra-fine atomized cloud of peated scotch or absinthe sprayed across a finished cocktail | 26. Fruit genus encompassing lemons limes oranges and grapefruits vital to sour drinks | 28. Rich earthy mushroom infused into rye whiskey for savory Manhattan variations | 29. The industrious insect whose sweet wildflower honey anchors the Prohibition Bee's Knees | 30. Colloquial term for a morning revitalizer cocktail or a drop of modifier,1. Plural of the savory Martini variation adorned with pickled pearl onions | 2. Butane culinary flame used behind the bar to caramelize herbs and toast sweet garnishes | 3. Plural of the coagulated milk solids that capture bitter tannins and color during punch filtration | 4. Stainless steel pressurized cylinder used to store and dispense draught beer or batched cocktails | 7. Rich holiday beverage crafted with beaten eggs cream sugar and spirits | 10. Medicinal peaty chemical flavor compounds characteristic of Islay single malts | 12. Vibrant crimson tint characteristic of an Italian bitter apéritif or sweet vermouth | 13. Fragrant tropical fruit pureed into sweet pink nectars for Caribbean tiki swizzles | 15. Aluminum beverage container increasingly used for ready-to-drink craft cocktails | 17. Plural of the compressed decomposed bogs burned to smoke malting barley in Scotland | 18. Common disaccharide table sugar dissolved into equal measures of water to make standard simple syrup | 21. Plural of the heavy copper or ceramic handled vessels utilized to serve icy Moscow Mules | 22. Plural of the historic highball drinks pairing a base spirit with ginger ale and citrus | 24. Mediterranean country that birthed the Negroni | 25. Financial gratuity left by a patron to reward attentive hospitalian service | 27. Plural of the historic daily rum rations issued to sailors across the British Royal Navy
2026-11-09,mini,Brain Snack 13,S#D####/AJI#G##/G#SHRUB/E#T#O#A/#GINGER/##L#S#K/BULB##S,3. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 5. Colonial-era sweet-and-sour drinking syrup preserved with vinegar and macerated fruit | 7. Spicy rhizome muddled or brewed into fiery beer for Bucks and Mules | 8. The swollen rounded lower kettle section of a traditional copper alembic still,1. Velvety green garden herb with piney camphor notes shaken into savory modern gin smashes | 2. To separate volatile alcohol vapor from boiling liquid wash inside a copper still | 4. Plural of the historic Royal Navy drinks mixing dark rum | 6. Plural of the dried tree coverings like cinchona and angostura providing bitter cocktail alkaloids
2026-11-09,midi,Brain Teaser 13,JUICE#A#S##/###O##G#TUB/S#LIQUEUR##/Y##N##D#ANT/R##T####W#A/AMARO#POT#B/H##E##A#EYE/#SHAKEN#S#R/#L#U#T##TIN/#O###N####A/NEAT#APPLE#,1. Fresh liquid extracted from citrus fruits providing the indispensable acid foundation in sours | 5. Large container packed with crushed ice to chill bottled beers and wines | 7. Sweetened spirit base infused with botanicals fruits herbs nuts or dairy | 8. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 10. Italian herbal liqueur macerated with bitter roots and botanicals drunk as a digestif | 11. Traditional bulbous copper alembic still utilized for rich batch distillation | 12. Colloquial term for a morning revitalizer cocktail or a drop of modifier | 13. Agitated forcefully back and forth inside an iced metal tin to chill | 15. Metal vessel of a two-piece Boston shaker used to conduct thermal transfer | 16. Spirits served at ambient room temperature directly from the bottle without ice | 17. Crisp orchard fruit pressed into cider and distilled into potent French Calvados brandy,2. Renowned French clear orange triple sec liqueur formulated with sweet and bitter peels | 3. Matured inside charred or toasted wooden casks to pick up color and complexity | 4. Quality control ritual using a finger-capped straw to sample a drop of cocktail | 6. Dark | 9. Historic regional Mexican term for an artisanal distillery producing agave spirits | 11. Heavy copper or stainless saucepan used behind the bar to gently simmer simple syrups | 13. Wild astringent blackthorn plum steeped with sugar and spirit to produce traditional sloe gin | 14. Volcanic Sicilian mountain whose mineral-rich slopes yield complex wines and herbal amari
2026-11-09,main,Brain Bender 13,######DISARONNO/###POS##O#####V/#B#E#P##D#SCALE/MARGARITA##O##R/#Y###I#I#R#L##P/N#W##TANKARD##R/U#A##Z#G#C##G#O/T#S##E###KIWI#O/M#HEARTS#H##G#F/E##L####POTS#F#/GUAIACOL#U##URN/###X#R#I#SUM#O#/MAUI#U#P#E#A#Z#/#J#ROSE####R#E#/FIGS#T#OAXACAN#,1. Iconic Italian amaretto liqueur from Saronno celebrated for its rich marzipan-apricot aroma | 4. Point of sale computer terminal used by bartenders to enter drink orders and process checks | 7. Digital balance used to weigh bar ingredients by grams to ensure batch consistency | 9. Celebrated tequila sour shaken with fresh lime juice and orange liqueur in a salted rim glass | 14. Sturdy drinking vessel featuring a heavy base handle and occasionally a hinged lid | 16. Fuzzy emerald fruit featuring tart black seeds muddled into modern summer caipiroskas | 17. The clean desirable middle fraction captured during spirit distillation runs | 19. Plural of the traditional bulbous copper kettles used for artisanal batch distillation | 21. Aromatic phenolic compound responsible for delivering smoky | 24. Heated ceramic or metal dispensing vessel utilized to keep mulled wine and hot toddies warm | 25. The total financial balance of a bar check encompassing food | 27. Hawaiian tropical island whose pineapples and sugar cane inspire exotic tiki punch bowls | 29. Delicate fragrant pink water distilled from flower petals used in Middle Eastern punches | 30. Plural of the sweet Mediterranean fruits macerated into autumnal brandies and rich syrups | 31. Oaxaca Old Fashioned created by Phil Ward marrying reposado tequila,2. Carbonated water charged with carbon dioxide to impart effervescence without sugar | 3. High-strength rum or spirit bottled at an alcoholic strength exceeding 50 percent ABV | 4. Historic colonial measure for a unit of spirits served with soda | 5. Simple | 6. Coastal cocktail family characterized by the Bay Breeze pairing vodka with fruit juices | 8. Essential serving temperature for crisp Martinis and carbonated highballs | 10. Effervescent Jamaican sparkling grapefruit soda frequently paired with overproof white rum | 11. Multi-story timber warehouse engineered with internal timber racks to store and mature whiskey casks | 12. Aromatic tropical seed freshly grated across milk punches flips and tropical cocktails | 13. The fermented liquid wort or wine ready to be pumped into a copper still | 15. Slang term for a bartender guest shift or evening hospitality event | 18. Plural of the historic medicinal sweetened spirit concoctions macerated with herbs | 20. Blended with crushed ice to a thick | 22. Decorative band of sugar salt or cocoa powder adhered along the outside rim of a glass | 23. The outer rim of a glassware bowl where garnishes are balanced | 26. French pomace brandy distilled from the skins and seeds remaining after grape pressing | 28. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks
2026-11-10,mini,Commuter Special 13,R#FLAIR/U#E###O/S#ROCKS/TIN#L#E/I#E#U#L/CUT#B#L/##S###E,2. Theatrical bartending style involving juggling bottles tins and dazzling glass manipulation | 4. Solid chunks of ice or a classic short tumbler served with spirits over ice | 6. Metal vessel of a two-piece Boston shaker used to conduct thermal transfer | 7. The deliberate operational division separating heads,1. Artisanal rough-hewn production style showcasing terroir rather than hyper-refinement | 2. Plural of the intensely bitter | 3. African hibiscus variety steeped with ginger and winter spices to brew Caribbean holiday sorrel | 5. Carbonated filtered water charged with dissolved sodium salts to impart clean fizzy effervescence
2026-11-10,midi,Perfect Puzzler 13,C##CUPOLA##/H####I####D/I#B##T##D#R/L#O#CHICORY/L#D#A###L##/STEAM#STIRS/##G#P#T#N##/##AGAVE##C#/POS#R#ISLAY/I##KILN##S#/TOT####INK#,2. The elevated ventilation lantern crowning a traditional Scottish malt kiln pagoda roof | 7. Roasted root historically brewed with coffee in New Orleans used in dark liqueurs | 8. High-temperature water vapor pumped through still jackets to boil distillation washes | 9. Circular gentle rotations of a barspoon around a mixing glass to chill without bubbles | 10. Desert succulent plant whose harvested core is roasted and pressed to produce mezcal | 12. Point of sale computer terminal used by bartenders to enter drink orders and process checks | 13. Southern Hebridean Scottish island world-renowned for intensely peated | 14. High-temperature drying oven where germinated green barley is halted with warm air or peat | 15. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970 | 16. Cuttlefish or squid pigment deployed to turn savory cocktails midnight black,1. Reduces beverage temperature via thermodynamic heat exchange with ice cubes | 3. Bitter white spongy layer beneath citrus skin that must be avoided when garnishing | 4. Flavor descriptor denoting the complete absence of residual sweetness | 5. Plural of the traditional Spanish aging cellars where sherry soleras mature under heat | 6. Renowned French vermouth producer based in the alpine region of Chambery | 7. Famous fluorescent red Italian bitter liqueur flavored with bitter herbs orange peel and wood | 9. Traditional German stoneware or glass beer mug fitted with a hinged pewter thumb-lid | 11. Individual wooden barrel used to mature refine and color fine spirits | 12. Subterranean earthen conical oven filled with burning hardwood used to roast agave hearts
2026-11-10,main,The Grand Grid 13,ZOMBIE#####TARO/##U#C###D##A#O#/##STEEP#REDHOOK/VAT###E#Y##O#T#/A#SEC#R#S##N#S#/T###HORCHATA##A/S#PEA#Y#A#O#R#L/#R##M#S#KIR#O#O/#OUZOS##E#CREME/#U##M##A##H####/#N#PIPES#VERJUS/#D##L##H##D###U/J#O#EGG####BUNG/A#I##I########A/MELTING##VESPER,1. Lethal tropical drink created by Donn Beach combining multiple rums lime and spices | 4. Starchy purple tropical root vegetable pureed into vibrant | 7. To soak herbs | 9. Modern classic Brooklyn Manhattan variation combining rye whiskey | 10. Enormous wooden or stainless vessel used for bulk spirit blending | 11. French wine and cordial label indicator denoting a dry profile | 13. Creamy spiced Mexican beverage crafted from rice milk cinnamon and sugar | 16. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 19. Classic French apéritif combining crème de cassis with a pour of crisp dry white Aligoté wine | 20. Plural of the sweet anise-flavored apéritifs enjoyed across the seaside cafes of Greece | 21. French cordial designation for sweet | 23. Plural of the large wooden casks used to age and ship fortified Portuguese port wine | 24. Highly acidic sour juice pressed from unripened wine grapes used before lemons | 28. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 30. Tapered wooden or silicone stopper hammered into a barrel hole to seal it | 31. The thermodynamic phase change of solid ice into water that provides necessary dilution | 32. The iconic dry martini variation conceived by Ian Fleming combining gin vodka and Kina Lillet,2. Plural of the freshly pressed unfermented grape juices containing skins | 3. The bartender's indispensable thermodynamic coolant and dilution control agent | 4. Massive volcanic stone wheel pulled by a mule to crush roasted agave piñas | 5. Plural of the underground plant structures like gentian and angelica providing bitter depth | 6. To agitate cocktail ingredients with egg white without ice to build an airy emulsion | 8. Plural of the traditional fermented pear beverages crafted in England and northern France | 10. Plural of the massive wooden or stainless bulk holding tanks used to marry blended spirits | 12. Fragrant daisy-like flower lending soothing herbal apple notes to dry vermouths and summer sours | 14. Singed with an open butane flame to release caramelized essential oils from fresh garnishes | 15. Succulent desert plant whose soothing | 17. Savory fish caviar served on mother-of-pearl spoons alongside chilled dry martinis | 18. Palate descriptor for a mellow | 22. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 25. Crystalline carbohydrate derived from cane or beets vital for simple syrup | 26. Preserved fruit spread shaken into modern sours to deliver immediate fruit body and sweetness | 27. Volatile aromatic liquid expelled from citrus rinds to perfume the surface of a cocktail | 29. Botanical spirit flavored predominantly with aromatic juniper berries
2026-11-11,mini,Fast Five 13,##MILKS/B#U#A#A/A#L#Y#P/ROLLED#/K#E#R#P/S#D#E#A/####DEN,1. Plural of the dairy liquids curdled with citrus juice to clarify historic English punches | 5. Gently tipped between mixing tins without agitation to mix a drink without creating foam | 7. Intimate subterranean cocktail lounge or cozy neighborhood retreat dedicated to fine drinks,1. Gently heated with winter spices like cinnamon and clove | 2. Carefully floated in separate strata by specific gravity using the back of a barspoon | 3. Sweet raw fluid tapped from birch or maple trees fermented into regional wilderness wines | 4. Plural of the dried tree coverings like cinchona and angostura providing bitter cocktail alkaloids | 6. Heavy copper or stainless saucepan used behind the bar to gently simmer simple syrups
2026-11-11,midi,Coffee Break 13,##P#####O##/FLINT#S#LID/##P#O#U#D#E/ICESTAMP##M/#A###L##D#E/#V##CEDAR#R/OATS#S##Y#A/A#######P#R/T##ZIN#COLA/#AJI####U##/###POURERS#,3. Sensory descriptor for mineral | 6. The tight-fitting metal cap placed over a cocktail shaker tin before shaking | 8. Heavy heated brass die utilized by mixologists to imprint custom monograms onto clear ice | 12. Aromatic softwood whose fragrant shavings are burned to smoke cocktail glassware | 13. High-protein cereal grain added to brewing mashes to create silky | 14. Colloquial bar patron order shorthand for a pour of jammy Californian Zinfandel wine | 15. Effervescent sweet brown soda flavored with citrus oils cinnamon and vanilla | 16. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 17. Fitted speed spouts inserted into bottle necks to regulate fluid velocity,1. Traditional wooden cask size utilized for aging and shipping fortified port wine | 2. Historic classification for vintage cocktail formulas or Victorian sweetened Old Tom gin | 4. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970 | 5. The total financial balance of a bar check encompassing food | 7. Rich unrefined golden cane sugar from Guyana used to make rich simple bar syrup | 9. Spanish sparkling wine produced predominantly in Catalonia via the traditional method | 10. Plural classification of top-fermented beers encompassing pale ales | 11. Measuring spirits and syrups into an empty shaker tin before adding the ice cubes | 13. Cereal grain added to brewing mashes to contribute velvety mouthfeel and creamy head to stout | 14. The bright effervescent snap and energetic citrus bite experienced in a well-balanced highball
2026-11-11,main,Heavy Hitter 13,#########S#####/####B##DOWN#P#P/HORNO##I#E##A#I/U#O#G##L#E#SPIN/GAS#GOBLETS#A#K/O#E#Y#A#####Y##/######RAW#OBAN#/D#K###H##F#A##T/R#A#BAY##L#RICH/O#H###G##I#B##R/PALE#LIMONCELLO/##U###E##T#R##W/CRACKING##CAB#N/#U#A##E#####U##/#NIP####STREGA#,3. Cocktail served chilled without ice in a stemmed glass after being shaken or stirred | 6. Traditional masonry steam oven used to slowly bake agave hearts for tequila | 8. To twirl a twisted barspoon or swizzle stick rapidly between both palms to chill a drink | 9. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines | 10. Plural of the large stemmed drinking vessels featuring deep rounded bowls | 12. Unrefined natural sugar or raw unpasteurized egg white used to create a silky sour foam | 13. Western Highland coastal distillery town renowned for maritime | 19. Coastal cocktail family characterized by the Bay Breeze pairing vodka with fruit juices | 20. Cocktail simple syrup prepared at a concentrated ratio of two parts sugar to one part water | 21. Light-hued ale style characterized by crisp malt profiles and aromatic hops | 22. Sweet southern Italian liqueur produced by steeping fresh Sorrento lemon peels in alcohol | 23. Striking an ice cube with the back of a barspoon to fracture it for chilling | 26. Colloquial bar patron order shorthand for a glass of dry Cabernet Sauvignon red wine | 28. A diminutive pour or pocket-sized serving of spirits | 29. Vibrant yellow herbal Italian liqueur from Benevento flavored with saffron,1. Primary taste sensation delivered by sucrose honey and fruit nectars | 2. Sensory tasting descriptor for damp mossy earth and peat notes found in Islay whiskies | 3. Feathery green herb lending savory caraway-like notes to Scandinavian aquavits and martinis | 4. Sweet tropical fruit pureed for frozen island cocktails and punch bowls | 5. Delicate pastel hue of pink gin seasoned with Angostura bitters or the gin Pink Lady | 6. Alpine spritz cocktail combining sparkling prosecco with elderflower cordial | 7. Delicate fragrant pink water distilled from flower petals used in Middle Eastern punches | 11. The comprehensive sanitation protocols practiced to keep the bar spotless | 14. High-acid | 15. Small bead of liquid such as saline solution or aromatic bitters applied with an eye-dropper | 16. Rich Mexican coffee liqueur crafted with rum cane sugar and real Arabica beans | 17. Sensory descriptor for mineral | 18. Aerated smoothly by pouring the liquid back and forth between two distant vessels | 24. A single complete cycle of heating | 25. Protective closure over a bottle finish or the frothy crown atop a sour | 27. Wild ginger fermentation starter culture cultivated with sugar and water to brew ginger beer
2026-11-12,mini,Quick Solve 14,GUM#RUE/##A#Y##/MALLETS/A#T#S#M/T##P##A/##SALTS/###Y##H,1. Arabic tree exudate boiled with sugar to produce velvety gomme syrup | 3. Intensely bitter aromatic herb used in ancient folk tonics and medicinal restorative cordials | 4. Plural of the heavy wooden hammers utilized alongside canvas bags to shatter clear ice | 7. Mineral seasonings deployed to suppress perceived bitterness and heighten fruit flavors,2. Germinated barley dried in a kiln that forms the basis of single malt whiskies | 3. Plural of the spicy American whiskeys distilled from a mash bill containing at least 51 percent rye | 4. Textured rubber runner placed beneath glassware on the bar rail to collect overflow droplets | 5. Variant of the Julep family pairing spirits and sweetener with muddled seasonal fruit and mint | 6. To settle the itemized cocktail ledger before departing a hospitality establishment
2026-11-12,midi,The Daily Grid 14,###I#TART##/#CORN##I###/#U#I#B#CAP#/#M#SMASH###/DISH#T##T#J/#N#C#CORONA/##LOCH##A#M/#L#F####S#A/#U#F##BIT#I/#STEIN##E#C/#H#E##VODKA,2. Sharp mouth-puckering sourness derived from unripened fruit or fresh citrus | 4. Primary grain component required to comprise at least 51 percent of an American bourbon mash | 6. Protective closure over a bottle finish or the frothy crown atop a sour | 7. Variant of the Julep family pairing spirits and sweetener with muddled seasonal fruit and mint | 8. Shallow ceramic bar bowl filled with spiced olives or roasted almonds for table snacks | 11. The crown of creamy foam resting atop a poured beer or a famous brand of Mexican lager | 12. Deep Scottish freshwater lake supplying soft peaty brewing and chilling water to distilleries | 14. Colloquial abbreviation for a micro-dose dash of aromatic bitters | 15. Traditional German stoneware or glass beer mug fitted with a hinged pewter thumb-lid | 16. Neutral spirit distilled from grain or potatoes and charcoal-filtered to pristine clarity,1. Warming winter serve uniting hot drip coffee Irish whiskey and brown sugar beneath floating cream | 3. Cocktail simple syrup prepared at a concentrated ratio of two parts sugar to one part water | 4. Earthy | 5. Large-scale advance preparation of cocktails to ensure consistency and service speed | 9. Heavily heated over fire without burning to caramelize wood sugars inside barrel staves | 10. Caribbean island celebrated for high-ester | 13. A cocktail profile characterized by rich
2026-11-12,main,The Masterpiece 14,####FUSELS#####/#BOX##A#I##S###/#A##J#B#MUSTS##/#T#LUCANO##E###/PIT#G###N##MAT#/#D###ORDER#S##A/DASH####N#W#B#G/##M#D#BREWHOUSE/##O#R#O###O#C#D/BOGGY#SPILL#K##/#R##E#T#C#E#S##/#G#PROOFED###F#/#E#A##N##U#B#U#/MALLETS##NOILLY/#T#E###OAK#N#L#,1. Plural of the oily | 4. Cellar storage crate or modern bag-in-box wine packaging format | 7. Plural of the freshly pressed unfermented grape juices containing skins | 8. Basilicata herbal amaro crafted from a secret recipe dating back to 1894 | 9. Subterranean earthen conical oven filled with burning hardwood used to roast agave hearts | 10. Textured rubber runner placed beneath glassware on the bar rail to collect overflow droplets | 11. The itemized drink ticket transmitted from the floor to the service well for preparation | 13. Standard micro-measurement dispensed from a bitters bottle with a single downward flick | 18. The industrial operations room housing the mashing | 19. Sensory tasting descriptor for damp mossy earth and peat notes found in Islay whiskies | 21. Liquid droplets caught safely inside the lower rubber grate of a bar service mat | 23. Cut with pure demineralized water to bring matured spirits to target bottling strength | 27. Plural of the heavy wooden hammers utilized alongside canvas bags to shatter clear ice | 28. Noilly Prat: renowned French dry vermouth producer situated on the Mediterranean coast | 29. Wood barrel standard responsible for lending vanillin and wood tannins to aged spirits,2. Ancient Italian syrup produced by slowly simmering unfermented grape must over open fires | 3. The dominant terpene hydrocarbon found in the cold-pressed oils of fresh citrus peels | 4. Traditional Brazilian long drink blending cachaça with fruit juice and sweetened milk | 5. Slender vertical supports of fine glassware designed to prevent hand heat warming the drink | 6. Bulbous ceramic or glass container used to dispense communal table punch | 12. Matured inside charred or toasted wooden casks to pick up color and complexity | 14. A thick | 15. A whole raw egg shaken vigorously to emulsify both protein and fat into a rich flip | 16. Plural of the historic highball drinks pairing a base spirit with ginger ale and citrus | 17. Comparative tasting term denoting a cocktail formulation possessing less residual sugar | 18. Plural term for classic two-piece shakers combining a metal tin with a cheater glass | 20. Milky French sweet syrup crafted from blanched almonds sugar and orange blossom water | 22. The bartender's indispensable thermodynamic coolant and dilution control agent | 23. Light-hued ale style characterized by crisp malt profiles and aromatic hops | 24. German dark bottom-fermented lager style brewed with Munich malts delivering toasty bread notes | 25. Sensory descriptor for a rich | 26. Insulated stainless steel ice compartment in a cocktail well or cellar wine storage cubby
2026-11-13,mini,Morning Coffee 14,##COUNT/C#U###A/HAT###S/I###TOT/CAB###E/H##FOUR/ICE###S,1. Mental timing system practiced by bartenders to pour accurate fluid measures without jiggers | 4. Dense | 5. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970 | 6. Colloquial bar patron order shorthand for a glass of dry Cabernet Sauvignon red wine | 7. Four Roses: historic Kentucky bourbon distillery celebrated for ten distinct mash bill recipes | 8. The bartender's indispensable thermodynamic coolant and dilution control agent,1. The deliberate operational division separating heads | 2. Plural of the professional evaluators assessing balance and aroma in wine and spirits | 3. Tropical cocktail variation substituting neutral vodka for light rum in a classic Piña Colada
2026-11-13,midi,Midday Break 14,PUMP####BED/I##I#W#T##I/S##CREMANTS/CORK#T#P##S/O##L##P###O/##TENDER##L/#C#B##A###V/ALBA###K##I/#E#CITRIC#N/DARK#A#R##G/#N##EGG####,1. Mechanical impeller transferring hot wort | 3. The porous filter layer of crushed grain husks resting inside a mash tun during lautering | 7. Plural of the traditional-method French sparkling wines produced outside the Champagne AOC | 8. Elastic natural bark harvested from Mediterranean cork oaks to seal fine wine and spirit bottles | 10. Informal shorthand for a bartender charged with running a service station and hosting guests | 12. Quercus alba or American white oak utilized for charred bourbon barrels | 14. Sharp sour flavor profile characteristic of lemon lime and grapefruit juices | 16. Rich molasses-heavy rum classification or beer roasted to a deep mahogany hue | 17. Emulsifying cocktail ingredient whose white yields a silky textural foam collar,1. Clear South American grape brandy produced in the wine regions of Peru and Chile | 2. Popular bar ritual taking a shot of whiskey followed immediately by a shot of sour pickle brine | 4. Mixing solid sugar or salt completely into a liquid solvent until clear | 5. Cocktail formulation featuring a generous measure of vermouth relative to the base spirit | 6. Faucet system used to draw draught beer or pre-batched cocktails from a pressurized keg | 9. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 11. Palate descriptor for a neutral | 13. Classic French apéritif combining crème de cassis with a pour of crisp dry white Aligoté wine | 15. Printed label attached to a bottle neck declaring vintage
